timestamp,day,hour_of_day,temperature_C,humidity_pct,wind_speed_ms,ref_pm25,ref_pm10,sensor1_pm25,sensor1_pm10,sensor2_pm25,sensor2_pm10,sensor3_pm25,sensor3_pm10,sensor4_pm25,sensor4_pm10,sensor5_pm25,sensor5_pm10
2022-01-01 19:00:00,0.7917,19.0,28.95,60.5,0.79,135.0,65.0,242.21,94.03,217.11,134.33,236.08,81.69,253.93,107.23,273.92,131.45
2022-01-01 20:00:00,0.8333,20.0,35.4,49.94,11.04,21.0,51.0,37.56,69.76,15.31,74.4,35.72,68.59,34.15,86.34,35.11,88.39
2022-01-01 21:00:00,0.875,21.0,34.37,50.42,3.49,114.0,14.0,175.11,15.24,143.58,30.52,158.22,22.43,173.18,15.21,188.41,21.87
2022-01-01 22:00:00,0.9167,22.0,19.64,56.78,1.79,28.0,46.0,44.46,82.33,51.14,100.07,52.83,69.04,53.86,66.5,59.18,91.29
2022-01-01 23:00:00,0.9583,23.0,35.41,19.91,0.33,132.0,19.0,131.81,20.15,112.63,18.02,127.38,8.29,138.88,23.68,142.13,25.12
2022-01-02 00:00:00,1.0,0.0,34.75,41.19,8.61,119.0,32.0,147.99,47.9,148.29,41.54,153.39,34.13,182.36,42.59,191.09,42.62
2022-01-02 01:00:00,1.0417,1.0,43.82,50.66,8.08,23.0,185.0,36.24,244.91,29.05,264.86,41.61,184.33,36.48,236.98,45.05,267.96
2022-01-02 02:00:00,1.0833,2.0,42.34,72.62,9.18,80.0,101.0,134.43,162.04,127.99,189.0,161.36,132.43,171.68,161.15,164.75,184.93
2022-01-02 03:00:00,1.125,3.0,44.27,63.89,10.54,77.0,77.0,110.58,101.93,110.0,120.91,122.41,81.42,137.51,113.78,143.32,120.13
2022-01-02 04:00:00,1.1667,4.0,15.32,50.63,8.78,28.0,67.0,50.66,102.02,49.05,132.66,51.7,92.94,57.0,92.5,59.12,122.76
2022-01-02 05:00:00,1.2083,5.0,21.54,42.58,2.34,30.0,158.0,45.97,189.91,46.55,248.88,44.6,190.01,58.25,215.17,59.42,267.13
2022-01-02 06:00:00,1.25,6.0,42.76,71.35,11.11,127.0,121.0,186.38,188.35,233.17,218.37,213.0,148.04,253.98,205.51,254.39,210.91
2022-01-02 07:00:00,1.2917,7.0,21.33,28.62,2.35,53.0,43.0,60.55,46.86,66.93,13.71,55.72,45.42,74.97,58.89,80.97,67.97
2022-01-02 08:00:00,1.3333,8.0,39.41,49.84,4.52,106.0,86.0,146.69,113.0,160.12,126.09,160.33,97.08,173.33,107.65,179.49,138.88
2022-01-02 09:00:00,1.375,9.0,25.62,79.82,9.83,77.0,50.0,153.91,80.32,157.68,121.05,166.38,85.5,173.74,101.77,168.01,113.43
2022-01-02 10:00:00,1.4167,10.0,43.5,51.61,6.98,69.0,142.0,94.01,182.95,95.35,232.18,102.35,169.86,98.34,192.51,106.88,241.23
2022-01-02 11:00:00,1.4583,11.0,21.13,73.87,10.73,142.0,41.0,267.99,68.16,288.62,81.29,275.72,59.04,335.93,82.55,340.61,93.67
2022-01-02 12:00:00,1.5,12.0,41.47,66.52,1.69,73.0,99.0,114.77,138.51,139.99,179.38,126.13,126.61,128.86,161.88,138.67,177.16
2022-01-02 13:00:00,1.5417,13.0,36.52,33.86,0.68,63.0,145.0,68.7,153.79,73.08,176.55,70.21,145.2,94.19,141.79,81.44,205.76
2022-01-02 14:00:00,1.5833,14.0,22.28,77.36,2.4,145.0,141.0,281.92,277.52,269.31,340.51,318.85,227.32,335.03,271.49,361.31,327.28
2022-01-02 15:00:00,1.625,15.0,43.79,61.03,5.39,141.0,153.0,194.6,164.77,222.78,263.76,216.45,183.02,245.62,477.55,235.08,267.92
2022-01-02 16:00:00,1.6667,16.0,23.75,67.91,7.22,109.0,79.0,207.59,149.87,210.56,158.55,218.68,104.7,250.86,150.73,234.63,171.04
2022-01-02 17:00:00,1.7083,17.0,34.37,65.16,7.74,148.0,123.0,243.52,174.39,247.84,217.45,287.63,164.56,287.07,203.49,297.82,245.95
2022-01-02 18:00:00,1.75,18.0,20.98,62.21,10.09,75.0,141.0,132.09,249.1,140.07,269.86,143.58,195.52,156.19,286.49,168.57,296.01
2022-01-02 19:00:00,1.7917,19.0,18.21,44.78,8.25,123.0,174.0,201.52,234.71,200.79,293.48,196.53,222.53,222.91,272.72,209.52,306.28
2022-01-02 20:00:00,1.8333,20.0,40.02,32.36,5.87,124.0,73.0,133.87,86.05,135.16,100.58,125.22,47.21,153.6,67.64,158.71,104.85
2022-01-02 21:00:00,1.875,21.0,25.2,54.59,3.61,133.0,164.0,416.65,244.91,229.95,303.89,224.7,200.88,240.34,244.16,239.0,304.5
2022-01-02 22:00:00,1.9167,22.0,43.3,78.69,3.07,17.0,27.0,31.81,49.05,26.67,45.29,39.55,34.01,31.58,48.43,36.27,53.46
2022-01-02 23:00:00,1.9583,23.0,29.29,57.72,7.01,40.0,84.0,60.9,115.79,63.67,150.19,76.49,98.21,75.46,132.57,65.43,141.24
2022-01-03 00:00:00,2.0,0.0,37.71,62.35,8.54,121.0,150.0,174.34,197.68,172.72,244.49,196.31,193.5,212.1,247.91,220.8,271.68
2022-01-03 01:00:00,2.0417,1.0,22.64,74.32,5.56,44.0,24.0,87.43,49.06,89.2,52.8,94.75,35.82,104.73,51.93,100.27,64.8
2022-01-03 02:00:00,2.0833,2.0,37.66,54.94,8.14,101.0,77.0,118.36,113.09,143.73,126.8,131.61,80.26,171.36,99.09,192.55,124.62
2022-01-03 03:00:00,2.125,3.0,29.72,17.14,7.75,70.0,182.0,65.11,153.37,72.56,184.25,64.31,124.55,85.45,161.38,69.0,178.91
2022-01-03 04:00:00,2.1667,4.0,39.79,40.38,8.82,97.0,127.0,114.47,143.33,137.46,150.79,112.52,117.45,148.54,144.84,135.35,177.96
2022-01-03 05:00:00,2.2083,5.0,36.87,78.72,4.31,95.0,95.0,167.19,142.22,172.31,192.07,178.78,110.09,192.16,191.06,213.3,191.26
2022-01-03 06:00:00,2.25,6.0,23.38,18.96,10.88,39.0,119.0,37.85,94.21,39.61,151.2,45.27,83.49,40.06,113.61,58.8,142.4
2022-01-03 07:00:00,2.2917,7.0,33.03,33.63,5.89,52.0,119.0,50.61,120.78,67.35,150.31,56.61,122.48,51.89,130.35,70.23,160.17
2022-01-03 08:00:00,2.3333,8.0,33.95,32.78,3.41,122.0,171.0,147.02,183.46,124.4,223.6,140.4,166.37,161.51,206.8,151.5,235.83
2022-01-03 09:00:00,2.375,9.0,33.05,47.15,0.34,77.0,154.0,102.62,209.19,102.93,236.79,115.59,146.84,129.99,460.81,118.31,251.55
2022-01-03 10:00:00,2.4167,10.0,39.67,64.89,3.61,97.0,77.0,138.79,106.25,167.44,138.34,157.28,101.21,178.06,120.78,207.41,15.72
2022-01-03 11:00:00,2.4583,11.0,43.23,13.37,2.19,18.0,139.0,17.63,97.39,25.61,110.85,17.2,76.95,20.21,117.09,21.85,106.81
2022-01-03 12:00:00,2.5,12.0,38.89,62.68,3.79,63.0,110.0,95.25,156.7,92.33,193.93,111.3,136.03,119.93,182.86,99.77,195.51
2022-01-03 13:00:00,2.5417,13.0,39.33,27.86,11.11,89.0,51.0,84.83,55.06,88.62,58.54,103.08,35.01,101.23,45.02,117.57,72.15
2022-01-03 14:00:00,2.5833,14.0,18.03,14.78,6.03,35.0,63.0,30.79,54.87,43.95,62.29,39.3,51.83,48.51,60.6,45.97,72.13
2022-01-03 15:00:00,2.625,15.0,32.55,36.67,10.86,141.0,176.0,167.06,564.07,174.18,241.3,152.61,146.96,200.36,196.94,178.25,226.3
2022-01-03 16:00:00,2.6667,16.0,16.32,12.39,10.11,92.0,170.0,93.54,132.56,76.31,168.04,97.06,126.43,94.94,175.03,99.06,170.08
2022-01-03 17:00:00,2.7083,17.0,22.26,50.03,8.86,55.0,18.0,87.96,39.13,82.26,43.34,93.72,25.63,94.75,23.59,96.65,24.48
2022-01-03 18:00:00,2.75,18.0,24.22,24.64,1.42,84.0,168.0,88.47,161.55,88.7,222.99,92.13,137.89,114.26,167.55,108.85,216.3
2022-01-03 19:00:00,2.7917,19.0,35.62,48.28,10.11,147.0,44.0,203.67,64.74,206.41,65.23,210.16,42.63,260.42,67.24,261.3,67.45
2022-01-03 20:00:00,2.8333,20.0,36.98,73.67,5.72,41.0,105.0,71.68,163.87,63.84,219.77,85.23,140.62,81.14,178.66,95.09,213.15
2022-01-03 21:00:00,2.875,21.0,17.18,29.96,7.0,110.0,115.0,136.17,126.39,147.42,144.06,137.24,114.55,167.46,168.41,157.03,159.9
2022-01-03 22:00:00,2.9167,22.0,34.93,59.62,4.66,70.0,53.0,106.59,72.45,120.83,81.57,131.54,65.4,118.01,87.96,128.11,94.84
2022-01-03 23:00:00,2.9583,23.0,36.24,15.71,3.93,64.0,12.0,56.51,14.68,46.87,16.08,50.69,0.75,65.91,16.12,69.6,16.17
2022-01-04 00:00:00,3.0,0.0,36.77,66.38,8.21,135.0,148.0,208.31,221.61,222.33,297.38,221.13,190.41,254.28,250.23,238.22,318.12
2022-01-04 01:00:00,3.0417,1.0,25.45,29.5,3.97,136.0,126.0,142.86,132.45,165.94,180.82,164.73,114.47,200.32,138.76,171.18,150.56
2022-01-04 02:00:00,3.0833,2.0,24.63,31.78,8.2,107.0,179.0,133.75,183.48,133.82,252.73,143.21,167.77,149.88,205.93,159.45,245.99
2022-01-04 03:00:00,3.125,3.0,21.55,76.89,6.47,94.0,156.0,203.98,310.78,191.91,341.7,203.72,225.08,210.49,322.58,215.5,359.61
2022-01-04 04:00:00,3.1667,4.0,26.24,55.64,3.35,45.0,119.0,62.92,178.75,70.41,232.09,70.96,146.05,89.17,206.5,84.32,219.09
2022-01-04 05:00:00,3.2083,5.0,21.87,70.23,11.04,97.0,183.0,183.11,302.98,185.92,425.71,180.32,271.74,231.38,338.97,210.25,414.24
2022-01-04 06:00:00,3.25,6.0,43.31,15.29,2.69,22.0,49.0,15.66,46.84,24.19,51.29,16.95,29.28,25.89,37.22,26.58,48.44
2022-01-04 07:00:00,3.2917,7.0,26.73,22.98,4.29,27.0,10.0,33.39,7.9,35.25,20.49,45.36,7.21,34.29,8.37,34.16,9.84
2022-01-04 08:00:00,3.3333,8.0,24.6,29.2,3.72,98.0,160.0,113.45,166.65,128.1,208.46,122.38,139.53,123.74,189.99,135.85,223.2
2022-01-04 09:00:00,3.375,9.0,41.86,15.01,0.96,109.0,63.0,108.76,38.42,87.85,62.14,85.5,34.62,109.02,41.39,92.55,68.65
2022-01-04 10:00:00,3.4167,10.0,18.19,44.31,0.46,89.0,63.0,126.51,87.18,143.18,92.77,140.95,69.64,144.96,96.85,159.66,106.44
2022-01-04 11:00:00,3.4583,11.0,16.36,27.78,10.36,107.0,116.0,138.74,132.27,133.09,159.17,133.67,111.92,154.94,144.98,157.63,157.64
2022-01-04 12:00:00,3.5,12.0,24.22,38.63,9.56,61.0,185.0,90.64,229.3,72.23,268.76,95.91,200.4,89.55,239.57,95.81,270.96
2022-01-04 13:00:00,3.5417,13.0,34.8,33.46,9.71,39.0,18.0,47.77,23.97,53.91,20.74,38.06,18.5,62.05,11.62,59.07,35.03
2022-01-04 14:00:00,3.5833,14.0,39.26,30.02,1.02,72.0,174.0,73.62,152.41,70.86,203.02,157.11,150.69,82.94,179.59,84.55,200.61
2022-01-04 15:00:00,3.625,15.0,38.53,33.11,11.08,142.0,35.0,152.41,32.15,147.64,57.39,170.88,26.3,190.71,49.18,209.63,48.94
2022-01-04 16:00:00,3.6667,16.0,39.28,30.43,1.94,52.0,145.0,54.26,145.91,44.47,147.66,62.09,109.93,77.61,154.6,62.01,160.77
2022-01-04 17:00:00,3.7083,17.0,33.29,18.32,6.85,83.0,165.0,82.16,123.69,64.33,180.9,81.39,121.08,94.48,140.19,78.2,158.96
2022-01-04 18:00:00,3.75,18.0,22.52,22.39,8.85,34.0,197.0,30.95,187.07,35.93,225.97,34.41,164.0,47.72,187.41,48.81,252.73
2022-01-04 19:00:00,3.7917,19.0,28.64,36.93,0.66,142.0,166.0,171.31,190.93,177.15,230.56,172.77,154.44,210.15,212.51,204.04,241.46
2022-01-04 20:00:00,3.8333,20.0,34.66,34.26,8.13,130.0,37.0,274.13,50.3,138.49,42.98,159.25,30.66,188.46,42.56,157.57,39.27
2022-01-04 21:00:00,3.875,21.0,23.23,39.4,3.02,115.0,70.0,134.71,84.34,134.37,91.91,169.02,78.15,169.34,102.84,179.71,106.31
2022-01-04 22:00:00,3.9167,22.0,22.95,72.94,0.27,49.0,195.0,98.75,381.98,88.51,435.11,74.54,302.41,105.63,346.3,110.7,410.06
2022-01-04 23:00:00,3.9583,23.0,43.3,72.24,10.36,14.0,131.0,29.32,198.18,29.5,220.22,28.52,178.19,49.41,224.23,25.96,237.93
2022-01-05 00:00:00,4.0,0.0,18.1,10.09,9.34,56.0,88.0,43.35,75.68,53.56,74.21,54.18,64.75,67.0,66.72,52.79,87.92
2022-01-05 01:00:00,4.0417,1.0,23.79,25.37,7.18,79.0,103.0,91.95,109.74,88.73,131.09,92.62,92.25,114.54,107.99,102.1,111.53
2022-01-05 02:00:00,4.0833,2.0,33.39,16.31,8.69,23.0,165.0,11.88,135.74,28.08,182.25,23.46,130.64,30.57,140.67,33.52,156.5
2022-01-05 03:00:00,4.125,3.0,42.64,26.44,8.92,90.0,156.0,83.82,132.67,93.26,168.84,90.41,120.96,102.37,141.65,107.23,167.32
2022-01-05 04:00:00,4.1667,4.0,18.44,37.75,0.82,139.0,156.0,183.02,198.24,186.09,248.69,208.55,178.82,311.04,201.08,243.66,263.79
2022-01-05 05:00:00,4.2083,5.0,29.37,69.21,3.33,140.0,65.0,247.72,116.99,264.41,131.78,287.19,93.42,307.81,119.45,310.53,142.45
2022-01-05 06:00:00,4.25,6.0,22.61,48.0,0.78,15.0,147.0,23.69,194.94,23.2,284.83,30.86,193.28,35.42,219.17,34.65,263.75
2022-01-05 07:00:00,4.2917,7.0,21.82,16.51,8.46,48.0,31.0,45.46,40.9,55.83,52.46,54.23,25.88,63.47,28.32,59.59,30.43
2022-01-05 08:00:00,4.3333,8.0,26.7,16.25,1.52,28.0,197.0,23.68,177.32,27.38,190.37,30.85,148.84,24.76,185.65,29.26,218.02
2022-01-05 09:00:00,4.375,9.0,35.38,76.41,6.25,53.0,185.0,93.57,316.18,91.88,366.87,102.75,279.34,120.94,329.53,124.04,402.02
2022-01-05 10:00:00,4.4167,10.0,18.43,17.33,8.28,146.0,102.0,152.58,93.76,148.0,120.67,144.89,95.25,172.92,114.47,177.65,116.83
2022-01-05 11:00:00,4.4583,11.0,34.24,11.01,10.88,80.0,99.0,57.15,75.34,65.45,92.72,71.68,59.44,79.16,82.79,66.07,88.65
2022-01-05 12:00:00,4.5,12.0,29.04,11.72,3.88,101.0,13.0,98.95,11.78,85.61,14.0,80.91,1.44,100.32,8.55,94.03,11.66
2022-01-05 13:00:00,4.5417,13.0,33.24,26.16,8.46,59.0,32.0,54.78,29.89,62.33,27.68,65.32,28.15,97.61,38.91,64.4,41.91
2022-01-05 14:00:00,4.5833,14.0,27.97,38.56,4.48,41.0,191.0,54.16,211.65,45.49,280.26,73.45,191.58,78.01,269.2,69.92,290.46
2022-01-05 15:00:00,4.625,15.0,29.75,73.08,7.86,96.0,191.0,179.16,319.51,176.6,412.7,197.84,268.03,221.77,401.05,234.37,451.33
2022-01-05 16:00:00,4.6667,16.0,40.07,25.75,7.6,115.0,18.0,105.6,26.62,112.98,13.22,125.61,22.1,159.17,30.89,124.58,18.21
2022-01-05 17:00:00,4.7083,17.0,37.8,22.98,7.56,93.0,194.0,95.12,171.44,102.97,207.56,88.79,145.99,99.63,209.28,99.82,229.32
2022-01-05 18:00:00,4.75,18.0,31.78,62.64,1.61,149.0,185.0,245.15,266.41,241.45,349.35,232.98,244.36,270.83,300.35,264.18,322.29
2022-01-05 19:00:00,4.7917,19.0,25.22,78.86,7.42,78.0,82.0,150.63,154.82,133.5,203.5,168.93,136.13,188.77,155.46,194.3,187.86
2022-01-05 20:00:00,4.8333,20.0,37.33,45.7,6.78,146.0,91.0,200.23,118.64,200.93,139.83,195.7,88.3,247.57,106.63,216.88,139.5
2022-01-05 21:00:00,4.875,21.0,26.23,37.79,9.12,103.0,111.0,120.75,127.08,129.15,158.95,158.58,117.37,152.1,146.36,142.96,165.2
2022-01-05 22:00:00,4.9167,22.0,27.14,16.8,4.91,102.0,46.0,89.08,37.18,87.26,48.67,102.36,37.81,115.54,54.95,109.32,44.7
2022-01-05 23:00:00,4.9583,23.0,40.6,48.96,4.17,59.0,102.0,80.46,131.78,82.73,155.8,80.89,112.15,87.15,144.23,88.75,143.74
2022-01-06 00:00:00,5.0,0.0,39.68,17.94,3.77,110.0,142.0,96.7,117.96,105.97,130.35,90.66,93.38,95.35,118.87,113.12,147.94
2022-01-06 01:00:00,5.0417,1.0,21.04,59.9,5.25,59.0,93.0,103.37,180.22,100.25,185.75,103.16,133.19,120.61,177.1,112.91,169.74
2022-01-06 02:00:00,5.0833,2.0,18.3,56.74,6.07,134.0,123.0,222.73,190.12,212.67,210.58,259.62,182.23,292.96,210.68,255.42,235.25
2022-01-06 03:00:00,5.125,3.0,17.02,56.84,10.98,63.0,157.0,106.41,211.57,124.69,323.3,97.59,220.63,112.98,280.59,143.37,306.35
2022-01-06 04:00:00,5.1667,4.0,38.56,29.7,6.88,96.0,12.0,107.63,7.18,104.07,19.27,125.22,15.18,120.36,7.84,111.77,21.4
2022-01-06 05:00:00,5.2083,5.0,32.36,49.43,0.7,110.0,149.0,155.18,198.52,173.59,253.66,150.44,168.33,182.44,216.72,182.4,230.94
2022-01-06 06:00:00,5.25,6.0,18.85,19.14,8.51,120.0,122.0,114.08,124.77,124.69,127.77,141.12,101.4,142.76,115.6,143.08,141.48
2022-01-06 07:00:00,5.2917,7.0,37.86,28.08,8.61,96.0,109.0,87.6,102.39,107.63,132.24,114.8,80.83,115.11,119.79,115.85,123.26
2022-01-06 08:00:00,5.3333,8.0,21.05,28.96,1.83,105.0,128.0,133.62,144.36,117.85,180.37,129.52,115.03,130.22,153.02,144.81,168.05
2022-01-06 09:00:00,5.375,9.0,22.64,79.16,0.93,20.0,69.0,36.43,134.95,20.59,168.35,49.7,119.26,47.61,151.5,46.83,152.74
2022-01-06 10:00:00,5.4167,10.0,26.31,40.22,0.26,129.0,106.0,169.32,126.38,171.94,162.7,192.54,110.51,198.57,131.74,205.5,171.6
2022-01-06 11:00:00,5.4583,11.0,29.71,76.07,3.5,114.0,73.0,222.89,142.74,227.81,134.86,226.67,118.58,244.23,148.03,264.75,155.94
2022-01-06 12:00:00,5.5,12.0,37.66,34.2,10.68,113.0,17.0,129.0,26.36,124.61,25.83,134.46,20.09,137.56,28.26,142.1,24.76
2022-01-06 13:00:00,5.5417,13.0,37.87,51.24,5.79,53.0,115.0,66.74,151.32,79.01,165.93,80.04,134.83,90.12,157.4,90.02,180.13
2022-01-06 14:00:00,5.5833,14.0,34.14,69.69,1.58,68.0,121.0,104.77,204.48,96.04,233.47,116.51,157.42,134.25,211.7,150.52,253.44
2022-01-06 15:00:00,5.625,15.0,16.75,75.23,8.26,55.0,41.0,126.39,95.79,122.05,89.06,118.52,75.36,112.46,83.79,132.08,90.21
2022-01-06 16:00:00,5.6667,16.0,37.26,75.88,3.82,53.0,48.0,84.84,22.32,92.47,96.52,109.76,65.51,110.82,89.8,120.11,102.88
2022-01-06 17:00:00,5.7083,17.0,27.23,38.06,9.63,128.0,74.0,156.06,101.46,176.04,84.9,179.52,79.42,187.06,94.99,189.04,111.78
2022-01-06 18:00:00,5.75,18.0,38.67,19.25,7.95,75.0,181.0,68.67,141.32,57.53,180.75,69.34,126.59,84.84,167.08,86.95,171.59
2022-01-06 19:00:00,5.7917,19.0,44.36,37.72,9.67,107.0,27.0,117.28,31.44,126.81,32.42,116.95,22.56,139.61,70.91,159.26,44.84
2022-01-06 20:00:00,5.8333,20.0,35.21,47.73,5.41,90.0,127.0,125.04,168.31,125.46,200.44,133.24,148.06,134.49,185.6,135.75,200.77
2022-01-06 21:00:00,5.875,21.0,30.34,31.26,0.3,95.0,81.0,92.92,69.65,113.15,98.81,108.07,63.42,128.27,93.35,131.59,107.58
2022-01-06 22:00:00,5.9167,22.0,40.81,13.97,2.12,97.0,104.0,71.21,83.72,65.0,85.11,69.11,56.44,95.27,82.23,93.27,96.36
2022-01-06 23:00:00,5.9583,23.0,31.65,52.88,10.76,120.0,198.0,180.96,279.61,193.44,344.87,184.69,219.1,213.91,299.22,217.7,339.64
2022-01-07 01:00:00,6.0,1.0,21.32,18.58,6.05,87.0,18.0,89.33,18.52,99.07,18.92,86.35,15.67,110.25,15.71,90.72,24.92
2022-01-07 02:00:00,6.0417,2.0,25.25,36.89,4.19,66.0,72.0,78.61,76.57,97.65,107.25,87.7,76.11,90.35,87.61,99.21,106.15
2022-01-07 03:00:00,6.0833,3.0,38.17,53.31,0.75,41.0,120.0,50.21,156.82,61.97,197.44,55.59,137.45,61.11,182.36,71.35,185.37
2022-01-07 04:00:00,6.125,4.0,24.13,72.95,5.56,27.0,97.0,53.07,182.64,55.78,215.2,51.38,157.43,63.74,193.37,60.81,238.18
2022-01-07 05:00:00,6.1667,5.0,40.77,27.29,6.31,129.0,182.0,113.64,153.84,116.09,210.3,120.9,147.71,159.86,179.83,140.08,216.06
2022-01-07 06:00:00,6.2083,6.0,16.85,55.17,1.11,57.0,118.0,105.59,181.45,92.71,228.48,117.88,161.2,133.33,213.77,120.16,215.56
2022-01-07 07:00:00,6.25,7.0,18.4,14.73,3.04,87.0,85.0,81.79,87.14,82.78,99.9,88.02,72.0,88.37,91.65,95.91,110.77
2022-01-07 08:00:00,6.2917,8.0,30.91,78.66,2.08,44.0,97.0,77.15,149.81,86.2,210.7,81.63,163.33,117.69,200.49,106.09,228.28
2022-01-07 09:00:00,6.3333,9.0,32.4,78.47,0.74,101.0,166.0,172.36,344.85,202.24,337.1,191.98,250.88,223.37,323.02,240.81,378.75
2022-01-07 10:00:00,6.375,10.0,25.64,17.07,9.71,89.0,15.0,76.67,12.43,86.97,15.39,90.53,19.49,106.78,16.39,94.29,13.08
2022-01-07 11:00:00,6.4167,11.0,15.03,49.29,6.75,94.0,74.0,133.44,105.74,166.9,138.31,145.01,101.72,189.55,115.24,170.65,135.64
2022-01-07 12:00:00,6.4583,12.0,31.67,23.78,6.85,77.0,135.0,80.91,125.35,77.84,143.33,76.92,101.17,100.06,138.41,90.11,159.32
2022-01-07 13:00:00,6.5,13.0,43.67,21.68,2.48,124.0,154.0,99.58,119.94,108.66,154.68,127.36,120.91,128.88,138.56,132.49,154.38
2022-01-07 14:00:00,6.5417,14.0,43.45,70.77,1.32,5.0,136.0,11.41,209.64,10.07,241.5,4.46,180.42,14.16,220.58,23.31,266.42
2022-01-07 15:00:00,6.5833,15.0,24.94,48.32,9.0,114.0,40.0,169.54,52.87,166.78,65.19,186.45,42.61,201.27,67.04,199.66,66.58
2022-01-07 16:00:00,6.625,16.0,31.14,44.09,7.21,52.0,146.0,74.97,169.97,68.32,218.06,67.32,153.38,88.72,207.75,87.54,256.91
2022-01-07 17:00:00,6.6667,17.0,22.62,53.54,6.69,94.0,13.0,148.11,7.88,149.74,27.0,164.05,8.46,180.33,12.93,184.73,26.14
2022-01-07 18:00:00,6.7083,18.0,38.4,30.85,9.44,109.0,187.0,121.43,162.16,113.0,237.98,129.37,161.19,108.94,211.21,125.8,220.66
2022-01-07 19:00:00,6.75,19.0,43.41,16.69,7.91,45.0,40.0,45.44,30.64,44.77,29.26,32.8,11.78,46.82,40.04,27.18,39.17
2022-01-07 20:00:00,6.7917,20.0,19.76,24.27,9.24,79.0,57.0,87.21,70.3,100.02,67.0,94.0,62.57,114.03,72.48,97.04,76.81
2022-01-07 21:00:00,6.8333,21.0,33.58,64.83,0.54,26.0,126.0,45.39,181.32,50.89,225.89,53.83,171.66,61.51,216.33,53.54,236.39
2022-01-07 22:00:00,6.875,22.0,44.1,56.13,5.35,104.0,39.0,133.99,45.62,137.12,76.21,166.6,40.07,184.51,62.71,164.03,52.56
2022-01-07 23:00:00,6.9167,23.0,25.35,23.06,5.81,142.0,25.0,136.25,25.15,173.36,30.76,165.66,24.8,161.87,29.86,182.58,28.81
2022-01-08 00:00:00,6.9583,0.0,28.82,67.99,1.21,31.0,113.0,63.3,188.87,60.94,208.96,67.68,190.31,72.09,203.12,56.21,240.14
